"Unicode","character","UTF-8","name","utf_link","download_link","supply","limit_mint","remaining","deploy","sales","holders"
"U+1F384","🎄","f0 9f 8e 84","CHRISTMAS TREE","%F0%9F%8E%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%84",21000000,1000,21000000,2219114,0,0
"U+1F385","🎅","f0 9f 8e 85","FATHER CHRISTMAS","%F0%9F%8E%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%85",50,1,0,1173170,0,21
"U+1F386","🎆","f0 9f 8e 86","FIREWORKS","%F0%9F%8E%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%86",50,1,50,1582145,0,0
"U+1F387","🎇","f0 9f 8e 87","FIREWORK SPARKLER","%F0%9F%8E%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%87",50,1,0,1582143,0,2
"U+1F388","🎈","f0 9f 8e 88","BALLOON","%F0%9F%8E%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%88",1111,1,1101,424617,0,3
"U+1F389","🎉","f0 9f 8e 89","PARTY POPPER","%F0%9F%8E%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%89",21e14,100000000,20999999e8,424615,0,1
"U+1F38A","🎊","f0 9f 8e 8a","CONFETTI BALL","%F0%9F%8E%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%8A",10000,10,10000,5592378,0,0
"U+1F38B","🎋","f0 9f 8e 8b","TANABATA TREE","%F0%9F%8E%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%8B",1,1,0,7418214,0,1
"U+1F38C","🎌","f0 9f 8e 8c","CROSSED FLAGS","%F0%9F%8E%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%8C",50,1,45,1172746,0,2
"U+1F38D","🎍","f0 9f 8e 8d","PINE DECORATION","%F0%9F%8E%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%8D",1,1,0,7409732,0,1
"U+1F38E","🎎","f0 9f 8e 8e","JAPANESE DOLLS","%F0%9F%8E%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%8E",888,888,0,5333491,0,1
"U+1F38F","🎏","f0 9f 8e 8f","CARP STREAMER","%F0%9F%8E%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%8F",10000,10000,0,3765453,0,1
"U+1F390","🎐","f0 9f 8e 90","WIND CHIME","%F0%9F%8E%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%90",21,21,0,8327951,0,1
"U+1F391","🎑","f0 9f 8e 91","MOON VIEWING CEREMONY","%F0%9F%8E%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%91",13,1,0,3589574,0,4
"U+1F392","🎒","f0 9f 8e 92","SCHOOL SATCHEL","%F0%9F%8E%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%92",1910,2,1910,5938904,0,0
"U+1F393","🎓","f0 9f 8e 93","GRADUATION CAP","%F0%9F%8E%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%93",105,1,105,5849298,0,0
"U+1F394","🎔","f0 9f 8e 94","HEART WITH TIP ON THE LEFT","%F0%9F%8E%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%94",250,250,0,7778153,0,1
"U+1F395","🎕","f0 9f 8e 95","BOUQUET OF FLOWERS","%F0%9F%8E%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%95",1,1,0,18898227,0,1
"U+1F396","🎖","f0 9f 8e 96","MILITARY MEDAL","%F0%9F%8E%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%96",21000000,100,21000000,1064838,0,0
"U+1F397","🎗","f0 9f 8e 97","REMINDER RIBBON","%F0%9F%8E%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%97",7777,7,7777,1060528,0,0
"U+1F398","🎘","f0 9f 8e 98","MUSICAL KEYBOARD WITH JACKS","%F0%9F%8E%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%98",1,1,0,18898243,0,1
"U+1F399","🎙","f0 9f 8e 99","STUDIO MICROPHONE","%F0%9F%8E%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%99",21000000,21000000,0,13101757,0,1
"U+1F39A","🎚","f0 9f 8e 9a","LEVEL SLIDER","%F0%9F%8E%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%9A",3500,1,3499,17137061,0,1
"U+1F39B","🎛","f0 9f 8e 9b","CONTROL KNOBS","%F0%9F%8E%9B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%9B",10000000,250000,10000000,13101280,0,0
"U+1F39C","🎜","f0 9f 8e 9c","BEAMED ASCENDING MUSICAL NOTES","%F0%9F%8E%9C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%9C",1,1,0,11629574,0,1
"U+1F39D","🎝","f0 9f 8e 9d","BEAMED DESCENDING MUSICAL NOTES","%F0%9F%8E%9D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%9D",1,1,0,17471397,0,1
"U+1F39E","🎞","f0 9f 8e 9e","FILM FRAMES","%F0%9F%8E%9E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%9E",35,1,35,5938909,0,0
"U+1F39F","🎟","f0 9f 8e 9f","ADMISSION TICKETS","%F0%9F%8E%9F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%9F",21000000,1000,20990000,445606,0,1
"U+1F3A0","🎠","f0 9f 8e a0","CAROUSEL HORSE","%F0%9F%8E%A0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A0",9,3,0,5845639,0,4
"U+1F3A1","🎡","f0 9f 8e a1","FERRIS WHEEL","%F0%9F%8E%A1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A1",21,21,0,6755287,0,1
"U+1F3A2","🎢","f0 9f 8e a2","ROLLER COASTER","%F0%9F%8E%A2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A2",420,1,418,4802080,0,1
"U+1F3A3","🎣","f0 9f 8e a3","FISHING POLE AND FISH","%F0%9F%8E%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A3",1,1,0,3560557,0,1
"U+1F3A4","🎤","f0 9f 8e a4","MICROPHONE","%F0%9F%8E%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A4",111,1,86,484254,0,6
"U+1F3A5","🎥","f0 9f 8e a5","MOVIE CAMERA","%F0%9F%8E%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A5",105,1,85,5863146,0,3
"U+1F3A6","🎦","f0 9f 8e a6","CINEMA","%F0%9F%8E%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A6",21000000,2100,21000000,5684717,0,0
"U+1F3A7","🎧","f0 9f 8e a7","HEADPHONE","%F0%9F%8E%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A7",420,1,418,442196,0,1
"U+1F3A8","🎨","f0 9f 8e a8","ARTIST PALETTE","%F0%9F%8E%A8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A8",1337000,13.37,1336986.63,426226,0,1
"U+1F3A9","🎩","f0 9f 8e a9","TOP HAT","%F0%9F%8E%A9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%A9",420,1,409,3346536,0,1
"U+1F3AA","🎪","f0 9f 8e aa","CIRCUS TENT","%F0%9F%8E%AA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%AA",21,21,0,7031507,0,1
"U+1F3AB","🎫","f0 9f 8e ab","TICKET","%F0%9F%8E%AB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%AB",500,1,495,1172759,0,1
"U+1F3AC","🎬","f0 9f 8e ac","CLAPPER BOARD","%F0%9F%8E%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%AC",10000,100,9600,3494582,0,2
"U+1F3AD","🎭","f0 9f 8e ad","PERFORMING ARTS","%F0%9F%8E%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%AD",100,1,0,484260,0,30
"U+1F3AE","🎮","f0 9f 8e ae","VIDEO GAME","%F0%9F%8E%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%AE",94,1,0,617017,0,23
"U+1F3AF","🎯","f0 9f 8e af","DIRECT HIT","%F0%9F%8E%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%AF",21000000,1000,21000000,971978,0,0
"U+1F3B0","🎰","f0 9f 8e b0","SLOT MACHINE","%F0%9F%8E%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B0",777,1,748,445648,0,6
"U+1F3B1","🎱","f0 9f 8e b1","BILLIARDS","%F0%9F%8E%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B1",888,1,859,445599,0,6
"U+1F3B2","🎲","f0 9f 8e b2","GAME DIE","%F0%9F%8E%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B2",7777777,7,7777777,441642,0,0
"U+1F3B3","🎳","f0 9f 8e b3","BOWLING","%F0%9F%8E%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B3",111,1,111,461133,0,0
"U+1F3B4","🎴","f0 9f 8e b4","FLOWER PLAYING CARDS","%F0%9F%8E%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B4",7777,7,7777,2907379,0,0
"U+1F3B5","🎵","f0 9f 8e b5","MUSICAL NOTE","%F0%9F%8E%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B5",1,1,0,2934185,0,1
"U+1F3B6","🎶","f0 9f 8e b6","MULTIPLE MUSICAL NOTES","%F0%9F%8E%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B6",1337,1,1337,424623,0,0
"U+1F3B7","🎷","f0 9f 8e b7","SAXOPHONE","%F0%9F%8E%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B7",10000,1,9997,1839842,0,1
"U+1F3B8","🎸","f0 9f 8e b8","GUITAR","%F0%9F%8E%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B8",10000,10,9840,444666,0,3
"U+1F3B9","🎹","f0 9f 8e b9","MUSICAL KEYBOARD","%F0%9F%8E%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%B9",1000,1,999,1598664,0,1
"U+1F3BA","🎺","f0 9f 8e ba","TRUMPET","%F0%9F%8E%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%BA",10000,1,9994,1839841,0,1
"U+1F3BB","🎻","f0 9f 8e bb","VIOLIN","%F0%9F%8E%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%BB",10000,1,9997,1839930,0,1
"U+1F3BC","🎼","f0 9f 8e bc","MUSICAL SCORE","%F0%9F%8E%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%BC",21000000,1000,20994000,1848343,0,1
"U+1F3BD","🎽","f0 9f 8e bd","RUNNING SHIRT WITH SASH","%F0%9F%8E%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%BD",1,1,0,7419194,0,1
"U+1F3BE","🎾","f0 9f 8e be","TENNIS RACQUET AND BALL","%F0%9F%8E%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%BE",100,1,0,974339,0,39
"U+1F3BF","🎿","f0 9f 8e bf","SKI AND SKI BOOT","%F0%9F%8E%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8E%BF",1000,1,990,1598662,0,1
"U+1F3C0","🏀","f0 9f 8f 80","BASKETBALL AND HOOP","%F0%9F%8F%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%80",1000,1,447,461134,0,51
"U+1F3C1","🏁","f0 9f 8f 81","CHEQUERED FLAG","%F0%9F%8F%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%81",50,1,0,484255,0,17
"U+1F3C2","🏂","f0 9f 8f 82","SNOWBOARDER","%F0%9F%8F%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%82",50,1,0,1172922,0,9
"U+1F3C3","🏃","f0 9f 8f 83","RUNNER","%F0%9F%8F%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%83",2100,400,0,7257290,0,4
"U+1F3C4","🏄","f0 9f 8f 84","SURFER","%F0%9F%8F%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%84",7777777,7,7777777,1060527,0,0
"U+1F3C5","🏅","f0 9f 8f 85","SPORTS MEDAL","%F0%9F%8F%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%85",99999,1,99998,972119,0,1
"U+1F3C6","🏆","f0 9f 8f 86","TROPHY","%F0%9F%8F%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%86",1337,1337,0,884998,0,1
"U+1F3C7","🏇","f0 9f 8f 87","HORSE RACING","%F0%9F%8F%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%87",777,1,777,461141,0,0
"U+1F3C8","🏈","f0 9f 8f 88","AMERICAN FOOTBALL","%F0%9F%8F%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%88",10000,1,9940,445592,0,3
"U+1F3C9","🏉","f0 9f 8f 89","RUGBY FOOTBALL","%F0%9F%8F%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%89",1000,1,999,1598661,0,1
"U+1F3CA","🏊","f0 9f 8f 8a","SWIMMER","%F0%9F%8F%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%8A",1,1,0,3583962,0,1
"U+1F3CB","🏋","f0 9f 8f 8b","WEIGHT LIFTER","%F0%9F%8F%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%8B",2100,2100,0,9139861,0,1
"U+1F3CC","🏌","f0 9f 8f 8c","GOLFER","%F0%9F%8F%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%8C",1400,1,1400,1060532,0,0
"U+1F3CD","🏍","f0 9f 8f 8d","RACING MOTORCYCLE","%F0%9F%8F%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%8D",300,1,300,464426,0,0
"U+1F3CE","🏎","f0 9f 8f 8e","RACING CAR","%F0%9F%8F%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%8E",444,1,444,996902,0,0
"U+1F3CF","🏏","f0 9f 8f 8f","CRICKET BAT AND BALL","%F0%9F%8F%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%8F",2500000000,25000000,2475000000,7993962,0,1
"U+1F3D0","🏐","f0 9f 8f 90","VOLLEYBALL","%F0%9F%8F%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%90",9,3,0,5851642,0,3
"U+1F3D1","🏑","f0 9f 8f 91","FIELD HOCKEY STICK AND BALL","%F0%9F%8F%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%91",420,420,0,18946717,0,1
"U+1F3D2","🏒","f0 9f 8f 92","ICE HOCKEY STICK AND PUCK","%F0%9F%8F%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%92",99,1,99,461129,0,0
"U+1F3D3","🏓","f0 9f 8f 93","TABLE TENNIS PADDLE AND BALL","%F0%9F%8F%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%93",1000,1,1000,2979924,0,0
"U+1F3D4","🏔","f0 9f 8f 94","SNOW CAPPED MOUNTAIN","%F0%9F%8F%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%94",1,1,0,18898248,0,1
"U+1F3D5","🏕","f0 9f 8f 95","CAMPING","%F0%9F%8F%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%95",21000000,1000,21000000,5722636,0,0
"U+1F3D6","🏖","f0 9f 8f 96","BEACH WITH UMBRELLA","%F0%9F%8F%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%96",1,1,0,18898236,0,1
"U+1F3D7","🏗","f0 9f 8f 97","BUILDING CONSTRUCTION","%F0%9F%8F%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%97",1,1,0,18898230,0,1
"U+1F3D8","🏘","f0 9f 8f 98","HOUSE BUILDINGS","%F0%9F%8F%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%98",1,1,0,18898239,0,1
"U+1F3D9","🏙","f0 9f 8f 99","CITYSCAPE","%F0%9F%8F%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%99",100000,1,100000,4755440,0,0
"U+1F3DA","🏚","f0 9f 8f 9a","DERELICT HOUSE BUILDING","%F0%9F%8F%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%9A",1000000,100,1000000,7879521,0,0
"U+1F3DB","🏛","f0 9f 8f 9b","CLASSICAL BUILDING","%F0%9F%8F%9B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%9B",100,1,86,981421,0,2
"U+1F3DC","🏜","f0 9f 8f 9c","DESERT","%F0%9F%8F%9C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%9C",1,1,0,18898234,0,1
"U+1F3DD","🏝","f0 9f 8f 9d","DESERT ISLAND","%F0%9F%8F%9D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%9D",21000000,1000,21000000,5706254,0,0
"U+1F3DE","🏞","f0 9f 8f 9e","NATIONAL PARK","%F0%9F%8F%9E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%9E",100,1,91,8229203,0,2
"U+1F3DF","🏟","f0 9f 8f 9f","STADIUM","%F0%9F%8F%9F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%9F",21,21,0,6786073,0,1
"U+1F3E0","🏠","f0 9f 8f a0","HOUSE BUILDING","%F0%9F%8F%A0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A0",21000000,10000,21000000,4305015,0,0
"U+1F3E1","🏡","f0 9f 8f a1","HOUSE WITH GARDEN","%F0%9F%8F%A1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A1",2300000000,2300000000,0,5498584,0,1
"U+1F3E2","🏢","f0 9f 8f a2","OFFICE BUILDING","%F0%9F%8F%A2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A2",35,8,0,7260195,0,5
"U+1F3E3","🏣","f0 9f 8f a3","JAPANESE POST OFFICE","%F0%9F%8F%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A3",17,4,0,7267888,0,2
"U+1F3E4","🏤","f0 9f 8f a4","EUROPEAN POST OFFICE","%F0%9F%8F%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A4",125,35,0,7025420,0,2
"U+1F3E5","🏥","f0 9f 8f a5","HOSPITAL","%F0%9F%8F%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A5",999,44,955,10817144,0,1
"U+1F3E6","🏦","f0 9f 8f a6","BANK","%F0%9F%8F%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A6",100,1,0,981028,0,35
"U+1F3E7","🏧","f0 9f 8f a7","AUTOMATED TELLER MACHINE","%F0%9F%8F%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A7",300,1,300,1010981,0,0
"U+1F3E8","🏨","f0 9f 8f a8","HOTEL","%F0%9F%8F%A8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A8",210000,42000,0,5507077,0,1
"U+1F3E9","🏩","f0 9f 8f a9","LOVE HOTEL","%F0%9F%8F%A9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%A9",1000,1000,0,6232670,0,1
"U+1F3EA","🏪","f0 9f 8f aa","CONVENIENCE STORE","%F0%9F%8F%AA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%AA",24,7,0,7026060,0,2
"U+1F3EB","🏫","f0 9f 8f ab","SCHOOL","%F0%9F%8F%AB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%AB",21,4,0,7242648,0,4
"U+1F3EC","🏬","f0 9f 8f ac","DEPARTMENT STORE","%F0%9F%8F%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%AC",23,3,20,7274637,0,1
"U+1F3ED","🏭","f0 9f 8f ad","FACTORY","%F0%9F%8F%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%AD",210,21,0,7246095,0,7
"U+1F3EE","🏮","f0 9f 8f ae","IZAKAYA LANTERN","%F0%9F%8F%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%AE",888,888,0,3289198,0,1
"U+1F3EF","🏯","f0 9f 8f af","JAPANESE CASTLE","%F0%9F%8F%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%AF",9,4,0,7022750,0,3
"U+1F3F0","🏰","f0 9f 8f b0","EUROPEAN CASTLE","%F0%9F%8F%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B0",21000,1,21000,4334792,0,0
"U+1F3F1","🏱","f0 9f 8f b1","WHITE PENNANT","%F0%9F%8F%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B1",1,1,0,18898232,0,1
"U+1F3F2","🏲","f0 9f 8f b2","BLACK PENNANT","%F0%9F%8F%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B2",1,1,0,18898241,0,1
"U+1F3F3","🏳","f0 9f 8f b3","WAVING WHITE FLAG","%F0%9F%8F%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B3",1,1,0,18898246,0,1
"U+1F3F4","🏴","f0 9f 8f b4","WAVING BLACK FLAG","%F0%9F%8F%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B4",21,21,0,7297824,0,1
"U+1F3F5","🏵","f0 9f 8f b5","ROSETTE","%F0%9F%8F%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B5",1000,1,1000,3392073,0,0
"U+1F3F6","🏶","f0 9f 8f b6","BLACK ROSETTE","%F0%9F%8F%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B6",1,1,0,18898247,0,1
"U+1F3F7","🏷","f0 9f 8f b7","LABEL","%F0%9F%8F%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B7",1,1,0,18898231,0,1
"U+1F3F8","🏸","f0 9f 8f b8","BADMINTON RACQUET AND SHUTTLECOCK","%F0%9F%8F%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B8",21000000,1000000,20000000,7367336,0,1
"U+1F3F9","🏹","f0 9f 8f b9","BOW AND ARROW","%F0%9F%8F%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%B9",99,1,0,539189,0,18
"U+1F3FA","🏺","f0 9f 8f ba","AMPHORA","%F0%9F%8F%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%BA",100,10,0,6198385,0,5
"U+1F3FB","🏻","f0 9f 8f bb","EMOJI MODIFIER FITZPATRICK TYPE-1-2","%F0%9F%8F%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%BB",NA,NA,NA,NA,NA,NA
"U+1F3FC","🏼","f0 9f 8f bc","EMOJI MODIFIER FITZPATRICK TYPE-3","%F0%9F%8F%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%BC",NA,NA,NA,NA,NA,NA
"U+1F3FD","🏽","f0 9f 8f bd","EMOJI MODIFIER FITZPATRICK TYPE-4","%F0%9F%8F%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%BD",NA,NA,NA,NA,NA,NA
"U+1F3FE","🏾","f0 9f 8f be","EMOJI MODIFIER FITZPATRICK TYPE-5","%F0%9F%8F%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%BE",NA,NA,NA,NA,NA,NA
"U+1F3FF","🏿","f0 9f 8f bf","EMOJI MODIFIER FITZPATRICK TYPE-6","%F0%9F%8F%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%8F%BF",NA,NA,NA,NA,NA,NA
"U+1F400","🐀","f0 9f 90 80","RAT","%F0%9F%90%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%80",8000000000,4000000000,0,2258919,0,3
"U+1F401","🐁","f0 9f 90 81","MOUSE","%F0%9F%90%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%81",1111,1,1095,461143,0,3
"U+1F402","🐂","f0 9f 90 82","OX","%F0%9F%90%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%82",100,1,0,970336,0,24
"U+1F403","🐃","f0 9f 90 83","WATER BUFFALO","%F0%9F%90%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%83",444,1,420,3036880,0,3
"U+1F404","🐄","f0 9f 90 84","COW","%F0%9F%90%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%84",1,1,0,2930519,0,1
"U+1F405","🐅","f0 9f 90 85","TIGER","%F0%9F%90%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%85",100,1,0,969710,0,25
"U+1F406","🐆","f0 9f 90 86","LEOPARD","%F0%9F%90%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%86",100,1,0,974318,0,22
"U+1F407","🐇","f0 9f 90 87","RABBIT","%F0%9F%90%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%90%87",1337,13.37,0,442156,0,21
